Name,display_name,genre,title,ruler,date,provenience,line_count,word_count,Personal_Names,aproximate_breaks,number_of_dates,number_of_eponyms,places_of_dates_in_text,Break_ratio,Fragmentary,Line_ratio,Word_ratio,Relative_Path
P335326,SAA 06 012,Legal Transaction,Inurta-ila’i Buys More Land (715),Sargon II,715,Nineveh,23,123,14,24,1,1,"[""r 6'""]",0.5833333333333334,5.125,0.6086956521739131,0.11382113821138211,jsons_unzipped/saao/saa06/corpusjson/P335326.json
P335327,SAA 06 278,Legal Transaction,Šamaš-šallim Buys 35 Hectares of Land (674-X-25),Esarhaddon,674/10/25,Nineveh,39,117,18,0,1,1,"['r 18', -1]",0.0,0.0,0.46153846153846156,0.15384615384615385,jsons_unzipped/saao/saa06/corpusjson/P335327.json
P335335,SAA 06 010,Legal Transaction,Inurta-ila’i Buys Land (717-XI-16),Sargon II,717/11/16,Nineveh,44,226,28,52,1,1,"['r 17', 'r 17']",0.5384615384615384,4.346153846153846,0.6363636363636364,0.12389380530973451,jsons_unzipped/saao/saa06/corpusjson/P335335.json
P335336,SAA 06 013,Legal Transaction,Inurta-ila’i Sells the Land he Bought 7 Years Before (710),Sargon II,710,Nineveh,17,86,16,11,1,1,"[""r 7'""]",1.4545454545454546,7.818181818181818,0.9411764705882353,0.18604651162790697,jsons_unzipped/saao/saa06/corpusjson/P335336.json
P335337,SAA 06 014,Legal Transaction,Inurta-ila’i Buys Land from Remanni-ilu,Sargon II,ca. 717-715,Nineveh,20,133,6,73,0,0,,0.0821917808219178,1.821917808219178,0.3,0.045112781954887216,jsons_unzipped/saao/saa06/corpusjson/P335337.json
P335338,SAA 06 011,Legal Transaction,Duplicate of the Preceding Text,Sargon II,ca. 717-715,Nineveh,31,262,12,126,0,0,,0.09523809523809523,2.0793650793650795,0.3870967741935484,0.04580152671755725,jsons_unzipped/saao/saa06/corpusjson/P335338.json
P335339,SAA 06 024,Legal Transaction,A Fragmentary Sale of Land (723),Shalmaneser V,723/00/00,Nineveh,13,76,2,29,1,1,"[""r 3'""]",0.06896551724137931,2.6206896551724137,0.15384615384615385,0.02631578947368421,jsons_unzipped/saao/saa06/corpusjson/P335339.json
P335347,SAA 06 277,Legal Transaction,A Fragmentary Estate Sale (674-VII),Esarhaddon,674/07/00,Nineveh,22,103,15,27,1,1,"['r.e. 11', 'r.e. 11']",0.5555555555555556,3.814814814814815,0.6818181818181818,0.14563106796116504,jsons_unzipped/saao/saa06/corpusjson/P335347.json
P335348,SAA 06 015,Legal Transaction,Inurta-ila’i Buys Land from Uquwa and Ahu'a-eriba,Sargon II,ca. 717-715,Nineveh,18,78,5,22,0,0,,0.22727272727272727,3.5454545454545454,0.2777777777777778,0.0641025641025641,jsons_unzipped/saao/saa06/corpusjson/P335348.json
P335351,SAA 06 339,Legal Transaction,Remanni-Adad Buys Land,Ashurbanipal,ca. 668-660,Nineveh,27,141,12,52,0,0,,0.23076923076923078,2.7115384615384617,0.4444444444444444,0.0851063829787234,jsons_unzipped/saao/saa06/corpusjson/P335351.json
P335355,SAA 06 017,Legal Transaction,Aššur-šallim-ahhe Buys a Threshing Floor (747-II-4),Tiglath-pileser III,747/02/04,Nineveh,38,96,16,6,1,1,"['r.e. 17', 'e. 1']",2.6666666666666665,16.0,0.42105263157894735,0.16666666666666666,jsons_unzipped/saao/saa06/corpusjson/P335355.json
P335358,SAA 06 019,Legal Transaction,"Šumu-lešir, Recruitment Officer, Buys an Estate (734-IX-26)",Tiglath-pileser III,734/09/26,Nineveh,29,136,21,20,1,1,"[""r 12'"", ""r 12'""]",1.05,6.8,0.7241379310344828,0.15441176470588236,jsons_unzipped/saao/saa06/corpusjson/P335358.json
P335359,SAA 06 030,Legal Transaction,Paršidu Sells an Estate (710-XII-15),Sargon II,710/12/15,Nineveh,24,101,14,12,1,1,"['r.e. 13', -1]",1.1666666666666667,8.416666666666666,0.5833333333333334,0.13861386138613863,jsons_unzipped/saao/saa06/corpusjson/P335359.json
P335361,SAA 06 335,Legal Transaction,Remanni-Adad Purchases Land near Qatna,Ashurbanipal,ca. 668-660,Nineveh,42,246,18,51,0,0,,0.35294117647058826,4.823529411764706,0.42857142857142855,0.07317073170731707,jsons_unzipped/saao/saa06/corpusjson/P335361.json
P335362,SAA 06 336,Legal Transaction,Remanni-Adad Buys an Estate in the Province of Arrapha,Ashurbanipal,ca. 668-660,Nineveh,22,188,11,81,0,0,,0.13580246913580246,2.3209876543209877,0.5,0.05851063829787234,jsons_unzipped/saao/saa06/corpusjson/P335362.json
P335363,SAA 06 315,Legal Transaction,Remanni-Adad Buys Land and Personnel (666-XII-1),Ashurbanipal,666/12/01,Nineveh,26,99,15,14,1,1,"[""r 8'"", ""r 8'""]",1.0714285714285714,7.071428571428571,0.5769230769230769,0.15151515151515152,jsons_unzipped/saao/saa06/corpusjson/P335363.json
P335364,SAA 06 316,Legal Transaction,Duplicate of the Previous Contract (666-XII-1),Ashurbanipal,666/12/01,Nineveh,28,104,20,12,1,1,"['r.e. 15', 'r.e. 15']",1.6666666666666667,8.666666666666666,0.7142857142857143,0.19230769230769232,jsons_unzipped/saao/saa06/corpusjson/P335364.json
P335365,SAA 06 050,Legal Transaction,Šumma-ilani Buys 50 Hectares of Land and 9 People,Sennacherib,704-681,Nineveh,30,134,10,38,0,0,,0.2631578947368421,3.526315789473684,0.3333333333333333,0.07462686567164178,jsons_unzipped/saao/saa06/corpusjson/P335365.json
P335366,SAA 06 051,Legal Transaction,Duplicate of the Preceding Text,Sennacherib,704-681,Nineveh,26,72,5,8,0,0,,0.625,9.0,0.19230769230769232,0.06944444444444445,jsons_unzipped/saao/saa06/corpusjson/P335366.json
P335367,SAA 06 341,Legal Transaction,Remanni-Adad Buys 30 Slaves,Ashurbanipal,ca. 668-660,Nineveh,27,176,5,111,0,0,,0.04504504504504504,1.5855855855855856,0.18518518518518517,0.028409090909090908,jsons_unzipped/saao/saa06/corpusjson/P335367.json
P335368,SAA 06 283,Legal Transaction,"Ilu-iṣbatanni, King’s Eunuch, Buys 40 Hectares of Land (672-II-l)",Esarhaddon,672/02/01,Nineveh,48,301,31,73,1,1,"['r 23', 'r 23']",0.4246575342465753,4.123287671232877,0.6458333333333334,0.10299003322259136,jsons_unzipped/saao/saa06/corpusjson/P335368.json
P335370,SAA 06 037,Legal Transaction,Šumma-ilani Buys a Vineyard from Il-amar (694-VII-l),Sennacherib,694/07/01,Nineveh,36,135,16,16,1,1,"['r 16', 'r 16']",1.0,8.4375,0.4444444444444444,0.11851851851851852,jsons_unzipped/saao/saa06/corpusjson/P335370.json
P335371,SAA 06 253,Legal Transaction,"Issar-duri, the Queen Mothers Scribe, Buys a Large Estate",Esarhaddon,680-669,Nineveh,25,169,7,58,0,0,,0.1206896551724138,2.913793103448276,0.28,0.04142011834319527,jsons_unzipped/saao/saa06/corpusjson/P335371.json
P335372,SAA 06 334,Legal Transaction,Remanni-Adad Buys Land in the Rab Šage Province,Ashurbanipal,ca. 668-660,Nineveh,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,jsons_unzipped/saao/saa06/corpusjson/P335372.json
P335373,SAA 06 173,Legal Transaction,Purchase of an Estate (685-VIII),Sennacherib,685/08/00,Nineveh,15,59,6,14,1,1,"[""r 4'"", ""r 4'""]",0.42857142857142855,4.214285714285714,0.4,0.1016949152542373,jsons_unzipped/saao/saa06/corpusjson/P335373.json
P335374,SAA 06 280,Legal Transaction,A Fragmentary Estate Sale (673-I),Esarhaddon,673/01/00,Nineveh,20,190,6,137,1,1,"[""r 15'"", ""r 15'""]",0.043795620437956206,1.3868613138686132,0.3,0.031578947368421054,jsons_unzipped/saao/saa06/corpusjson/P335374.json
P335375,SAA 06 149,Legal Transaction,A Broken Real Estate Sale (689),Sennacherib,689,Nineveh,17,154,1,103,1,1,"[""r 8'""]",0.009708737864077669,1.4951456310679612,0.058823529411764705,0.006493506493506494,jsons_unzipped/saao/saa06/corpusjson/P335375.json
P335376,SAA 06 332,Legal Transaction,"Remanni-Adad Buys Land, People and Vineyards",Ashurbanipal,ca. 668-660,Nineveh,23,144,16,45,0,0,,0.35555555555555557,3.2,0.6956521739130435,0.1111111111111111,jsons_unzipped/saao/saa06/corpusjson/P335376.json
P335377,SAA 06 027,Legal Transaction,Zazi Buys 23 Hectares of Land,Sargon II,ca. 711,Nineveh,26,184,10,69,0,0,,0.14492753623188406,2.6666666666666665,0.38461538461538464,0.05434782608695652,jsons_unzipped/saao/saa06/corpusjson/P335377.json
P335379,SAA 06 102,Legal Transaction,Aplaya Buys an Estate (698?),Sennacherib,698,Nineveh,29,156,9,62,0,0,,0.14516129032258066,2.5161290322580645,0.3103448275862069,0.057692307692307696,jsons_unzipped/saao/saa06/corpusjson/P335379.json
P335380,SAA 06 187,Legal Transaction,Purchase of a House and Gardens (682-II-24),Sennacherib,682/02/24,Nineveh,13,63,4,23,1,1,"['r.e. 6', -1]",0.17391304347826086,2.739130434782609,0.3076923076923077,0.06349206349206349,jsons_unzipped/saao/saa06/corpusjson/P335380.json
P335382,SAA 06 321,Legal Transaction,Duplicate of the Previous Text,Ashurbanipal,664/10/17,Nineveh,20,120,12,39,0,0,,0.3076923076923077,3.076923076923077,0.6,0.1,jsons_unzipped/saao/saa06/corpusjson/P335382.json
P335383,SAA 06 065,Legal Transaction,Bahianu Buys Land and People (692),Sennacherib,692,Nineveh,26,114,10,49,1,1,"[""r 6'""]",0.20408163265306123,2.326530612244898,0.38461538461538464,0.08771929824561403,jsons_unzipped/saao/saa06/corpusjson/P335383.json
P335384,SAA 06 169,Legal Transaction,"Purchase of 30 Hectares of Land, People, and Fowl (686)",Sennacherib,686,Nineveh,26,129,3,51,1,1,[-1],0.058823529411764705,2.5294117647058822,0.11538461538461539,0.023255813953488372,jsons_unzipped/saao/saa06/corpusjson/P335384.json
P335385,SAA 06 329,Legal Transaction,Remanni-Adad Buys Vineyards in Singara (660-IV-26),Ashurbanipal,660/04/26,Nineveh,43,181,21,13,1,1,"[-1, -1]",1.6153846153846154,13.923076923076923,0.4883720930232558,0.11602209944751381,jsons_unzipped/saao/saa06/corpusjson/P335385.json
P335386,SAA 06 330,Legal Transaction,Duplicate of the Preceding Text (660-IV-26),Ashurbanipal,660/04/26,Nineveh,24,109,14,25,1,1,"[-1, -1]",0.56,4.36,0.5833333333333334,0.12844036697247707,jsons_unzipped/saao/saa06/corpusjson/P335386.json
P335388,SAA 06 090,Legal Transaction,"Ahi-ṭalli , Governess, Buys 17 Persons With an Orchard (683-II-l)",Sennacherib,683/02/01,Nineveh,36,147,20,16,1,1,"['r 16', 'r 17']",1.25,9.1875,0.5555555555555556,0.1360544217687075,jsons_unzipped/saao/saa06/corpusjson/P335388.json
P335389,SAA 06 314,Legal Transaction,Remanni-Adad Buys an Estate in Ispallure (666-XI-10),Ashurbanipal,666/11/10,Nineveh,57,289,32,89,1,1,"['r 25', 'r 25']",0.3595505617977528,3.247191011235955,0.5614035087719298,0.11072664359861592,jsons_unzipped/saao/saa06/corpusjson/P335389.json
P335392,SAA 06 333,Legal Transaction,Remanni-Adad Buys Land in the Province of Harran,Ashurbanipal,ca. 668-660,Nineveh,10,33,1,10,0,0,,0.1,3.3,0.1,0.030303030303030304,jsons_unzipped/saao/saa06/corpusjson/P335392.json
P335394,SAA 06 163,Legal Transaction,Purchase of an Estate in Šibaniba (686-II-15),Sennacherib,686/02/15,Nineveh,30,139,14,55,1,1,"[""r 16'"", ""r 17'""]",0.2545454545454545,2.5272727272727273,0.4666666666666667,0.10071942446043165,jsons_unzipped/saao/saa06/corpusjson/P335394.json
P335395,SAA 06 153,Legal Transaction,Purchase of a House and People (687-IV),Sennacherib,687/04/00,Nineveh,9,28,1,7,1,1,"[""r 3'"", ""r 4'""]",0.14285714285714285,4.0,0.1111111111111111,0.03571428571428571,jsons_unzipped/saao/saa06/corpusjson/P335395.json
P335396,SAA 06 112,Legal Transaction,"Se’-madi, Village Manager, Buys 6 Persons and an Estate",Sennacherib,704-681,Nineveh,20,102,5,50,0,0,,0.1,2.04,0.25,0.049019607843137254,jsons_unzipped/saao/saa06/corpusjson/P335396.json
P335397,SAA 06 155,Legal Transaction,A Fragmentary Real Estate Sale (687-VII-15),Sennacherib,687/07/15,Nineveh,21,131,2,82,1,1,"[""r 8'"", ""r 8'""]",0.024390243902439025,1.5975609756097562,0.09523809523809523,0.015267175572519083,jsons_unzipped/saao/saa06/corpusjson/P335397.json
P335401,SAA 06 211,Legal Transaction,Mannu-ki-Arbail Buys an Estate (676?),Esarhaddon,676,Nineveh,16,82,3,18,0,0,,0.16666666666666666,4.555555555555555,0.1875,0.036585365853658534,jsons_unzipped/saao/saa06/corpusjson/P335401.json
P335402,SAA 06 269,Legal Transaction,Purchase of Land and People (679),Esarhaddon,679,Nineveh,29,207,6,139,1,1,['e. 2'],0.04316546762589928,1.4892086330935252,0.20689655172413793,0.028985507246376812,jsons_unzipped/saao/saa06/corpusjson/P335402.json
P335403,SAA 06 186,Legal Transaction,An Officer of the Crown Prince Acquires a Vineyard (683),Sennacherib,683,Nineveh,26,100,4,49,1,1,['r 14'],0.08163265306122448,2.0408163265306123,0.15384615384615385,0.04,jsons_unzipped/saao/saa06/corpusjson/P335403.json
P335407,SAA 06 123,Legal Transaction,Sale of Orchards for the Maintenance of Captives (698-IX-15),Sennacherib,698/11/15,Nineveh,29,164,5,54,1,1,"['r 13', 'r 14']",0.09259259259259259,3.037037037037037,0.1724137931034483,0.03048780487804878,jsons_unzipped/saao/saa06/corpusjson/P335407.json
P335408,SAA 06 288,Legal Transaction,A ‘Genie’ Buys Land at the ‘Gate of Hell’,Esarhaddon,680-669,Nineveh,48,430,17,225,2,0,"['r 3', 'r 3']",0.07555555555555556,1.9111111111111112,0.3541666666666667,0.03953488372093023,jsons_unzipped/saao/saa06/corpusjson/P335408.json
P335409,SAA 06 325,Legal Transaction,Remanni-Adad Buys an Entire Village (663-X-25),Ashurbanipal,664/10/25,Nineveh,36,165,31,3,1,1,"[-1, -1]",10.333333333333334,55.0,0.8611111111111112,0.18787878787878787,jsons_unzipped/saao/saa06/corpusjson/P335409.json
P335410,SAA 06 326,Legal Transaction,Remanni-Adad Buys a Town near Nerab,Ashurbanipal,ca. 668-660,Nineveh,50,268,21,45,0,0,,0.4666666666666667,5.955555555555556,0.42,0.07835820895522388,jsons_unzipped/saao/saa06/corpusjson/P335410.json
P335412,SAA 06 100,Legal Transaction,Aplaya Buys a Tower and 10 Hectares of Land (698-III-10),Sennacherib,698/03/10,Nineveh,48,222,20,94,1,1,"['r 21', 'r 22']",0.2127659574468085,2.3617021276595747,0.4166666666666667,0.09009009009009009,jsons_unzipped/saao/saa06/corpusjson/P335412.json
P335413,SAA 06 101,Legal Transaction,Partial Duplicate of the Previous Text,Sennacherib,704-681,Nineveh,35,168,13,50,0,0,,0.26,3.36,0.37142857142857144,0.07738095238095238,jsons_unzipped/saao/saa06/corpusjson/P335413.json
P335414,SAA 06 121,Legal Transaction,Purchase of [...] (698-II-2),Sennacherib,698/02/02,Nineveh,23,125,8,65,1,1,"[""r 9'"", ""r 9'""]",0.12307692307692308,1.9230769230769231,0.34782608695652173,0.064,jsons_unzipped/saao/saa06/corpusjson/P335414.json
P335416,SAA 06 299,Legal Transaction,A Purchase Document of Remanni-Adad (c. 671-669),Esarhaddon,671-669,Nineveh,25,128,11,28,0,0,,0.39285714285714285,4.571428571428571,0.44,0.0859375,jsons_unzipped/saao/saa06/corpusjson/P335416.json
P335419,SAA 06 008,Legal Transaction,Mušallim-Issar Buys Slaves,Tiglath-pileser III or Sargon II,744-727 or 721-705,Nineveh,17,55,4,17,0,0,,0.23529411764705882,3.235294117647059,0.23529411764705882,0.07272727272727272,jsons_unzipped/saao/saa06/corpusjson/P335419.json
P335421,SAA 06 168,Legal Transaction,(no title) (686),Sennacherib,686,Nineveh,10,35,2,16,1,1,['r.e. 5'],0.125,2.1875,0.2,0.05714285714285714,jsons_unzipped/saao/saa06/corpusjson/P335421.json
P335423,SAA 06 033,Legal Transaction,Purchase of Land (706-X),Sargon II,706/10/00,Nineveh,17,120,3,87,1,1,"[""r 8'"", -1]",0.034482758620689655,1.3793103448275863,0.17647058823529413,0.025,jsons_unzipped/saao/saa06/corpusjson/P335423.json
P335425,SAA 06 009,Legal Transaction,Mušallim-Issar Buys Slaves,Tiglath-pileser III or Sargon II,744-727 or 721-705,Nineveh,11,34,2,10,0,0,,0.2,3.4,0.18181818181818182,0.058823529411764705,jsons_unzipped/saao/saa06/corpusjson/P335425.json
P335427,SAA 06 213,Legal Transaction,Mannu-ki-Arbail Buys a Garden (676?),Esarhaddon,676,Nineveh,13,42,4,12,0,0,,0.3333333333333333,3.5,0.3076923076923077,0.09523809523809523,jsons_unzipped/saao/saa06/corpusjson/P335427.json
P335429,SAA 06 066,Legal Transaction,"Bahianu, Village Manager of the Stewardess, Releases a Woman (688-I)",Sennacherib,688,Nineveh,19,70,8,29,1,1,"[""r 11'"", ""r 11'""]",0.27586206896551724,2.413793103448276,0.42105263157894735,0.11428571428571428,jsons_unzipped/saao/saa06/corpusjson/P335429.json
P335430,SAA 06 003,Legal Transaction,Mušallim-Issar Buys a Slave,Tiglath-pileser III or Sargon II,744-727 or 721-705,Nineveh,17,91,2,31,0,0,,0.06451612903225806,2.935483870967742,0.11764705882352941,0.02197802197802198,jsons_unzipped/saao/saa06/corpusjson/P335430.json
P335431,SAA 06 220,Legal Transaction,A Fragmentary Purchase Document of Mannu-ki-Arbail,Esarhaddon,680-669,Nineveh,14,72,8,17,0,0,,0.47058823529411764,4.235294117647059,0.5714285714285714,0.1111111111111111,jsons_unzipped/saao/saa06/corpusjson/P335431.json
P335435,SAA 06 004,Legal Transaction,Mušallim-Issar Buys Slaves,Tiglath-pileser III or Sargon II,744-727 or 721-705,Nineveh,6,35,1,21,0,0,,0.047619047619047616,1.6666666666666667,0.16666666666666666,0.02857142857142857,jsons_unzipped/saao/saa06/corpusjson/P335435.json
P335437,SAA 06 286,Legal Transaction,Adad-Kapara purchases a Maid (670-I),Esarhaddon,670/01/00,Nineveh,23,120,11,57,1,1,"[""r 11'"", ""r 11'""]",0.19298245614035087,2.1052631578947367,0.4782608695652174,0.09166666666666666,jsons_unzipped/saao/saa06/corpusjson/P335437.json
P335439,SAA 06 058,Legal Transaction,Nabu-šumu-iškun Buys More Slaves,Sennacherib,704-681,Nineveh,14,63,2,23,0,0,,0.08695652173913043,2.739130434782609,0.14285714285714285,0.031746031746031744,jsons_unzipped/saao/saa06/corpusjson/P335439.json
P335440,SAA 06 212,Legal Transaction,A Broken Purchase Document of Mannu-ki-Arbail (676-I-25),Esarhaddon,676/01/25,Nineveh,16,59,8,15,1,1,"['r 6', -1]",0.5333333333333333,3.933333333333333,0.5,0.13559322033898305,jsons_unzipped/saao/saa06/corpusjson/P335440.json
P335441,SAA 06 298,Legal Transaction,Partial Duplicate of the Previous Text (671),Esarhaddon,671,Nineveh,24,80,6,7,0,0,,0.8571428571428571,11.428571428571429,0.25,0.075,jsons_unzipped/saao/saa06/corpusjson/P335441.json
P335442,SAA 06 279,Legal Transaction,Fragment of a Sale Document (674),Esarhaddon,674,Nineveh,18,79,4,41,1,1,"[""r 7'"", ""r 8'""]",0.0975609756097561,1.9268292682926829,0.2222222222222222,0.05063291139240506,jsons_unzipped/saao/saa06/corpusjson/P335442.json
P335444,SAA 06 185,Legal Transaction,Sin-remanni Buys Slaves,Sennacherib,704-681,Nineveh,23,101,3,49,0,0,,0.061224489795918366,2.061224489795918,0.13043478260869565,0.0297029702970297,jsons_unzipped/saao/saa06/corpusjson/P335444.json
P335445,SAA 06 254,Legal Transaction,Fragmentary Purchase Document  of Issar-duri,Esarhaddon,680-669,Nineveh,19,85,9,23,0,0,,0.391304347826087,3.6956521739130435,0.47368421052631576,0.10588235294117647,jsons_unzipped/saao/saa06/corpusjson/P335445.json
P335446,SAA 06 038,Legal Transaction,Šumma-ilani Buys People from Il-amar (694?),Sennacherib,694,Nineveh,16,65,4,20,0,0,,0.2,3.25,0.25,0.06153846153846154,jsons_unzipped/saao/saa06/corpusjson/P335446.json
P335452,SAA 06 337,Legal Transaction,Remanni-Adad Buys Land,Ashurbanipal,ca. 668-660,Nineveh,6,29,1,13,0,0,,0.07692307692307693,2.230769230769231,0.16666666666666666,0.034482758620689655,jsons_unzipped/saao/saa06/corpusjson/P335452.json
P335455,SAA 06 016,Legal Transaction,Fragment of a Purchase Document of Inurta-ila'i,Sargon II,ca. 717-715,Nineveh,10,62,2,38,0,0,,0.05263157894736842,1.631578947368421,0.2,0.03225806451612903,jsons_unzipped/saao/saa06/corpusjson/P335455.json
P335456,SAA 06 099,Legal Transaction,A Royal Concubine Purchases Real Estate,Sennacherib,704-681,Nineveh,31,142,7,75,0,0,,0.09333333333333334,1.8933333333333333,0.22580645161290322,0.04929577464788732,jsons_unzipped/saao/saa06/corpusjson/P335456.json
P335468,SAA 06 270,Legal Transaction,Fragment of a Legal Document (679),Esarhaddon,679,Nineveh,7,23,4,3,1,1,[-1],1.3333333333333333,7.666666666666667,0.5714285714285714,0.17391304347826086,jsons_unzipped/saao/saa06/corpusjson/P335468.json
P335469,SAA 06 162,Legal Transaction,(no title) (686-I),Sennacherib,686/01/00,Nineveh,12,72,1,46,1,1,"[""r 5'"", ""r 5'""]",0.021739130434782608,1.565217391304348,0.08333333333333333,0.013888888888888888,jsons_unzipped/saao/saa06/corpusjson/P335469.json
P335495,SAA 06 131,Legal Transaction,A Fragmentary Purchase Document (695-XI),Sennacherib,695/11/00,Nineveh,14,49,5,7,1,1,"[""r 11'"", ""r 12'""]",0.7142857142857143,7.0,0.35714285714285715,0.10204081632653061,jsons_unzipped/saao/saa06/corpusjson/P335495.json
P335496,SAA 06 092,Legal Transaction,"Ahi-ṭalli, Harem Governess of Nineveh, Buys People",Sennacherib,704-681,Nineveh,24,146,2,87,0,0,,0.022988505747126436,1.6781609195402298,0.08333333333333333,0.0136986301369863,jsons_unzipped/saao/saa06/corpusjson/P335496.json
P335497,SAA 06 350,Legal Transaction,A Fragmentary Purchase Document of Remanni-Adad,Ashurbanipal,ca. 668-660,Nineveh,11,42,8,11,0,0,,0.7272727272727273,3.8181818181818183,0.7272727272727273,0.19047619047619047,jsons_unzipped/saao/saa06/corpusjson/P335497.json
P335501,SAA 06 225,Legal Transaction,(no title) (677-XII-6),Esarhaddon,677/12/06,Nineveh,19,70,10,37,1,1,"[""r 13'"", -1]",0.2702702702702703,1.8918918918918919,0.5263157894736842,0.14285714285714285,jsons_unzipped/saao/saa06/corpusjson/P335501.json
P335510,SAA 06 205,Legal Transaction,(no title),Esarhaddon,680-669,Nineveh,8,45,2,23,0,0,,0.08695652173913043,1.9565217391304348,0.25,0.044444444444444446,jsons_unzipped/saao/saa06/corpusjson/P335510.json
P335515,SAA 06 165,Legal Transaction,(no title),Sennacherib,704-681,Nineveh,16,88,3,55,0,0,,0.05454545454545454,1.6,0.1875,0.03409090909090909,jsons_unzipped/saao/saa06/corpusjson/P335515.json
P335516,SAA 06 349,Legal Transaction,A Fragmentary Purchase Document of Remanni-Adad,Ashurbanipal,ca. 668-660,Nineveh,12,64,3,18,0,0,,0.16666666666666666,3.5555555555555554,0.25,0.046875,jsons_unzipped/saao/saa06/corpusjson/P335516.json
P335520,SAA 06 230,Legal Transaction,(no title) (675),Esarhaddon,675,Nineveh,8,17,8,0,0,0,,0.0,0.0,1.0,0.47058823529411764,jsons_unzipped/saao/saa06/corpusjson/P335520.json
P335521,SAA 06 249,Legal Transaction,(no title),Esarhaddon,680-669,Nineveh,8,38,6,16,0,0,,0.375,2.375,0.75,0.15789473684210525,jsons_unzipped/saao/saa06/corpusjson/P335521.json
P335528,SAA 06 327,Legal Transaction,Fragment of a Remanni-Adad Witness List (663-X-28),Ashurbanipal,663/10/28,Nineveh,9,35,9,5,1,1,"[""r 8'"", ""r 8'""]",1.8,7.0,1.0,0.2571428571428571,jsons_unzipped/saao/saa06/corpusjson/P335528.json
P335529,SAA 06 164,Legal Transaction,(no title) (686-III-9),Sennacherib,686/03/09,Nineveh,31,87,13,19,1,1,"['r 17', 'r 18']",0.6842105263157895,4.578947368421052,0.41935483870967744,0.14942528735632185,jsons_unzipped/saao/saa06/corpusjson/P335529.json
P335531,SAA 06 128,Legal Transaction,Purchase of Slaves (696-V-5),Sennacherib,696/05/05,Nineveh,12,81,2,53,1,1,"[""r 3'"", ""r 4'""]",0.03773584905660377,1.528301886792453,0.16666666666666666,0.024691358024691357,jsons_unzipped/saao/saa06/corpusjson/P335531.json
P335533,SAA 06 132,Legal Transaction,Sale of a Slave (695),Sennacherib,695,Nineveh,25,105,8,47,1,1,[-1],0.1702127659574468,2.234042553191489,0.32,0.0761904761904762,jsons_unzipped/saao/saa06/corpusjson/P335533.json
P335534,SAA 06 209,Legal Transaction,"Sale of a House, Field and Threshing-Floor",Esarhaddon,680-669,Nineveh,14,56,3,15,0,0,,0.2,3.7333333333333334,0.21428571428571427,0.05357142857142857,jsons_unzipped/saao/saa06/corpusjson/P335534.json
P335540,SAA 06 160,Legal Transaction,Ribate Buys an Estate of Three Hectares (687-X-7),Sennacherib,687/10/07,Nineveh,33,114,25,20,1,1,"['r 15', 'r 15']",1.25,5.7,0.7575757575757576,0.21929824561403508,jsons_unzipped/saao/saa06/corpusjson/P335540.json
P335541,SAA 06 287,Legal Transaction,The Eunuch of the Crown Prince of Babylon Buys a Village (670-II-1),Esarhaddon,670/02/01,Nineveh,41,160,13,17,1,1,"['r 16', 'r 17']",0.7647058823529411,9.411764705882353,0.3170731707317073,0.08125,jsons_unzipped/saao/saa06/corpusjson/P335541.json
P335544,SAA 06 226,Legal Transaction,Silim-Aššur Rents an Estate (676-X-12),Esarhaddon,676/10/12,Nineveh,31,150,7,50,2,2,"['r 2', 'r 2', 'r 11', 'r 11']",0.14,3.0,0.22580645161290322,0.04666666666666667,jsons_unzipped/saao/saa06/corpusjson/P335544.json
P335545,SAA 06 271,Legal Transaction,Pledge of More than 24 Hectares of Land (678),Esarhaddon,678,Nineveh,43,276,13,146,1,1,['r 16'],0.08904109589041095,1.8904109589041096,0.3023255813953488,0.04710144927536232,jsons_unzipped/saao/saa06/corpusjson/P335545.json
P335546,SAA 06 258,Legal Transaction,Sale of Land (680-I-28),Esarhaddon,680/01/28,Nineveh,14,52,8,11,1,1,"[""r 6'"", ""r 7'""]",0.7272727272727273,4.7272727272727275,0.5714285714285714,0.15384615384615385,jsons_unzipped/saao/saa06/corpusjson/P335546.json
P335547,SAA 06 285,Legal Transaction,Fragment of a Legal Document of the Chief of Accounts,Esarhaddon,680-669,Nineveh,18,120,1,67,0,0,,0.014925373134328358,1.791044776119403,0.05555555555555555,0.008333333333333333,jsons_unzipped/saao/saa06/corpusjson/P335547.json
P335550,SAA 06 303,Legal Transaction,(no title) (670?-VIII-1),Esarhaddon,670/08/01,Nineveh,6,40,2,23,1,1,"[""r 5'"", ""r 5'""]",0.08695652173913043,1.7391304347826086,0.3333333333333333,0.05,jsons_unzipped/saao/saa06/corpusjson/P335550.json
P335556,SAA 06 093,Legal Transaction,"Ahi-ṭalli, Governess of the Central City Harem, Buys an Estate",Sennacherib,704-681,Nineveh,25,154,6,54,0,0,,0.1111111111111111,2.8518518518518516,0.24,0.03896103896103896,jsons_unzipped/saao/saa06/corpusjson/P335556.json
P335561,SAA 06 190,Legal Transaction,Cloth for the King’s Napkin (682-V-7),Sennacherib,682/05/07,Nineveh,20,52,6,8,1,1,"['r 5', 'r 6']",0.75,6.5,0.3,0.11538461538461539,jsons_unzipped/saao/saa06/corpusjson/P335561.json
